expense_id,employee_id,amount,receipt_quality,ocr_confidence,previous_violations,department,category,currency,vendor_country,payment_method,expense_date,submission_date,requires_approval,has_receipt,manual_review_required,vendor_id,vendor_name,notes,approval_status,approval_date,is_violation
9042,1165,6691.24,0.71,0.94,0,IT,Meals,INR,IN,Net Banking,2025-01-15,2025-01-21,0,0,0,2714,VendorA,,Rejected,2025-02-08,1
9043,1188,7031.58,0.02,0.71,3,Marketing,Travel,INR,IN,Net Banking,2025-01-17,2025-01-22,1,0,1,2089,VendorC,,Rejected,2025-02-08,0
9044,1077,6770.26,0.64,0.1,3,Operations,Meals,INR,IN,Credit Card,2025-01-17,2025-01-22,1,0,1,2351,VendorA,Justified,Approved,2025-02-08,1
9045,1946,3930.39,0.03,0.62,3,Sales,Travel,INR,IN,Net Banking,2025-01-27,2025-02-01,1,0,1,2510,VendorB,,Approved,2025-02-08,0
9046,1601,6859.99,0.96,0.42,4,Finance,Travel,INR,IN,UPI,2025-01-26,2025-01-31,1,0,1,2815,VendorC,Justified,Rejected,2025-02-08,0
9047,1687,8984.33,0.7,0.79,2,Marketing,Meals,INR,US,UPI,2025-01-17,2025-01-22,0,1,0,2149,VendorB,,Rejected,2025-02-08,1
9048,1020,3392.48,0.19,0.27,0,Finance,Meals,INR,IN,Net Banking,2025-01-13,2025-01-18,0,0,0,2908,VendorB,Justified,Approved,2025-02-08,0
9049,1565,9454.4,0.16,0.38,3,Sales,Supplies,INR,IN,Credit Card,2025-02-07,2025-02-14,1,0,1,2740,VendorC,Justified,Approved,2025-02-08,1
9050,1183,234.46,0.57,0.17,1,Finance,Travel,INR,US,Credit Card,2025-01-22,2025-01-23,1,1,1,2195,VendorB,,Rejected,2025-02-08,0
9051,1870,3555.92,0.63,0.25,4,Engineering,Travel,INR,IN,UPI,2025-01-20,2025-01-20,1,1,0,2132,VendorB,,Approved,2025-02-08,0
9052,1221,1407.77,0.83,0.19,2,IT,Travel,INR,IN,Cash,2025-02-06,2025-02-11,1,0,0,2263,VendorA,Justified,Approved,2025-02-08,0
9053,1826,1353.54,0.9,0.02,3,Marketing,Meals,INR,IN,Cash,2025-01-14,2025-01-20,0,1,1,2551,VendorC,,Rejected,2025-02-08,0
9054,1327,8172.75,0.39,0.05,4,IT,Travel,INR,IN,Net Banking,2025-01-21,2025-01-30,0,1,0,2026,VendorB,Justified,Rejected,2025-02-08,0
9055,1178,9191.85,0.84,0.84,2,Operations,Travel,INR,IN,Cash,2025-01-19,2025-01-27,1,0,1,2232,VendorC,Justified,Approved,2025-02-08,0
9056,1787,7799.81,0.54,0.8,1,Marketing,Meals,INR,IN,Net Banking,2025-01-28,2025-01-30,1,1,0,2972,VendorA,,Approved,2025-02-08,1
9057,1111,9768.5,0.47,0.14,4,Sales,Travel,INR,UK,Net Banking,2025-01-25,2025-01-25,1,0,0,2339,VendorB,,Rejected,2025-02-08,0
9058,1735,2241.66,0.7,0.67,0,Sales,Travel,INR,IN,Cash,2025-01-16,2025-01-21,0,0,0,2183,VendorA,Justified,Approved,2025-02-08,0
9059,1725,1493.92,0.1,0.75,2,Engineering,Supplies,INR,IN,UPI,2025-01-13,2025-01-22,0,1,0,2597,VendorC,Justified,Rejected,2025-02-08,0
9060,1058,5254.97,0.27,0.05,4,Operations,Supplies,INR,IN,UPI,2025-01-24,2025-01-28,1,1,0,2467,VendorC,,Approved,2025-02-08,1
9061,1326,165265.67527340754,0.82,0.09,4,HR,Supplies,INR,IN,Credit Card,2025-01-11,2025-01-14,1,1,0,2252,VendorB,,Rejected,2025-02-08,1
9062,1904,494.41,0.5,0.56,2,IT,Travel,INR,US,Credit Card,2025-01-16,2025-01-25,0,1,0,2238,VendorA,,Approved,2025-02-08,0
9063,1620,9956.1,0.91,0.37,4,Finance,Supplies,INR,IN,UPI,2025-01-27,2025-02-05,1,1,1,2607,VendorC,,Rejected,2025-02-08,1
9064,1896,6062.23,0.09,0.7,4,Marketing,Meals,INR,IN,Cash,2025-01-12,2025-01-18,1,1,1,2914,VendorC,Justified,Approved,2025-02-08,1
9065,1668,9791.52,0.31,0.56,2,Sales,Supplies,INR,IN,UPI,2025-02-02,2025-02-06,0,1,1,2499,VendorA,,Rejected,2025-02-08,1
9066,1190,3714.31,0.36,0.03,1,Operations,Meals,INR,UK,UPI,2025-02-03,2025-02-06,0,1,0,2511,VendorC,Justified,Rejected,2025-02-08,0
9067,1199,4634.44,0.42,0.68,0,HR,Meals,INR,IN,UPI,2025-01-25,2025-02-03,1,1,1,2987,VendorC,,Approved,2025-02-08,1
9068,1311,7548.38,0.99,0.2,2,Finance,Meals,INR,IN,Net Banking,2025-02-02,2025-02-11,0,1,1,2295,VendorA,Justified,Approved,2025-02-08,1
9069,1707,7947.73,0.31,0.31,3,Finance,Travel,INR,US,Credit Card,2025-02-05,2025-02-14,1,0,0,2163,VendorA,,Approved,2025-02-08,0
9070,1034,2407.03,0.52,0.74,4,Operations,Meals,INR,IN,Net Banking,2025-01-16,2025-01-24,0,0,1,2063,VendorA,,Approved,2025-02-08,0
9071,1378,9305.03,0.54,0.77,0,Operations,Travel,INR,IN,Credit Card,2025-02-02,2025-02-09,1,0,0,2925,VendorC,Justified,Rejected,2025-02-08,0
9072,1386,8687.49,0.77,0.35,0,Operations,Meals,INR,IN,Cash,2025-01-25,2025-01-28,0,0,1,2740,VendorB,Justified,Rejected,2025-02-08,1
9073,1757,280.23,0.52,0.09,2,IT,Travel,INR,IN,UPI,2025-01-19,2025-01-22,1,0,0,2348,VendorB,Justified,Rejected,2025-02-08,0
9074,1236,1372.82,0.61,0.77,3,Sales,Meals,INR,IN,Cash,2025-01-21,2025-01-30,0,0,1,2101,VendorC,Justified,Rejected,2025-02-08,0
9075,1615,5011.36,0.75,0.87,3,Sales,Meals,INR,IN,UPI,2025-01-22,2025-01-30,0,1,0,2888,VendorC,,Rejected,2025-02-08,1
9076,1518,4663.46,0.1,0.96,1,Engineering,Travel,INR,IN,UPI,2025-01-30,2025-02-06,1,1,1,2131,VendorA,Justified,Rejected,2025-02-08,0
9077,1282,7113.07,0.96,0.32,3,Sales,Supplies,INR,IN,Cash,2025-01-31,2025-02-06,0,1,0,2377,VendorC,,Approved,2025-02-08,1
9078,1000,988.14,0.85,0.12,2,Operations,Meals,INR,US,Net Banking,2025-02-04,2025-02-04,1,1,0,2539,VendorC,Justified,Rejected,2025-02-08,0
9079,1730,6484.07,0.39,0.94,0,Sales,Meals,INR,IN,Cash,2025-01-29,2025-02-01,0,1,1,2767,VendorB,,Approved,2025-02-08,1
9080,1463,6202.06,0.73,0.4,0,IT,Supplies,INR,IN,Cash,2025-01-12,2025-01-12,0,0,1,2140,VendorB,,Rejected,2025-02-08,1
9081,1229,2412.83,0.76,0.09,3,Marketing,Meals,INR,IN,Cash,2025-01-22,2025-01-26,1,1,1,2787,VendorC,Justified,Approved,2025-02-08,0
9082,1966,5469.7,0.85,0.5,4,Engineering,Travel,INR,UK,Net Banking,2025-01-19,2025-01-22,1,1,1,2933,VendorB,Justified,Rejected,2025-02-08,0
9083,1171,2299.85,0.19,0.19,1,Marketing,Travel,INR,UK,UPI,2025-02-03,2025-02-09,1,0,1,2663,VendorC,Justified,Approved,2025-02-08,0
9084,1086,1554.54,0.7,0.36,3,HR,Meals,INR,UK,UPI,2025-01-22,2025-01-29,0,0,1,2161,VendorA,Justified,Rejected,2025-02-08,0
9085,1552,60145.76223837181,0.03,0.32,2,Engineering,Meals,INR,IN,Net Banking,2025-01-14,2025-01-14,0,1,1,2138,VendorC,Justified,Rejected,2025-02-08,1
9086,1122,9777.0,0.12,0.99,1,IT,Travel,INR,IN,Net Banking,2025-01-25,2025-01-29,1,1,1,2706,VendorB,,Rejected,2025-02-08,0
9087,1842,2445.64,0.78,0.64,3,IT,Supplies,INR,IN,Credit Card,2025-01-16,2025-01-25,0,0,1,2870,VendorC,Justified,Rejected,2025-02-08,0
9088,1297,3617.83,0.81,0.49,1,Sales,Meals,INR,US,UPI,2025-01-27,2025-02-02,1,1,0,2565,VendorB,,Rejected,2025-02-08,1
9089,1884,2640.07,0.59,0.51,4,Engineering,Travel,INR,IN,UPI,2025-01-10,2025-01-12,1,0,0,2040,VendorC,Justified,Approved,2025-02-08,0
9090,1928,2737.95,0.58,0.6,2,Engineering,Supplies,INR,IN,Net Banking,2025-02-01,2025-02-09,0,0,0,2833,VendorC,Justified,Rejected,2025-02-08,0
9091,1689,4101.5,0.75,0.87,3,Sales,Meals,INR,IN,UPI,2025-01-24,2025-01-31,1,0,1,2826,VendorB,Justified,Approved,2025-02-08,0
9092,1574,7048.37,0.91,0.15,0,Marketing,Meals,INR,IN,UPI,2025-01-24,2025-01-28,1,0,0,2713,VendorC,,Approved,2025-02-08,1
9093,1483,484.16,0.42,0.6,2,IT,Supplies,INR,UK,Cash,2025-01-27,2025-01-29,1,1,0,2220,VendorC,Justified,Approved,2025-02-08,0
9094,1164,9575.53,0.11,0.32,4,IT,Meals,INR,IN,Credit Card,2025-02-07,2025-02-09,1,1,1,2621,VendorC,,Rejected,2025-02-08,1
9095,1698,558.17,0.84,0.57,4,HR,Meals,INR,IN,Net Banking,2025-01-11,2025-01-13,0,1,1,2835,VendorA,Justified,Rejected,2025-02-08,0
9096,1382,8824.41,0.34,0.52,0,IT,Travel,INR,UK,UPI,2025-01-14,2025-01-15,1,1,1,2953,VendorB,Justified,Approved,2025-02-08,0
9097,1208,8954.34,0.13,0.03,2,IT,Supplies,INR,UK,Net Banking,2025-01-13,2025-01-13,0,1,0,2459,VendorC,,Rejected,2025-02-08,1
9098,1738,5292.44,0.61,0.58,3,Finance,Meals,INR,IN,Net Banking,2025-01-31,2025-01-31,1,1,0,2461,VendorA,Justified,Approved,2025-02-08,1
9099,1431,1456.27,0.58,0.71,0,Finance,Travel,INR,IN,UPI,2025-01-17,2025-01-25,0,1,0,2524,VendorB,Justified,Approved,2025-02-08,0
9100,1388,5694.95,0.47,0.25,3,Finance,Meals,INR,IN,Credit Card,2025-01-19,2025-01-25,1,0,0,2920,VendorA,Justified,Rejected,2025-02-08,1
9101,1559,6323.46,0.86,0.11,1,Operations,Travel,INR,IN,Cash,2025-02-02,2025-02-08,0,1,1,2734,VendorA,Justified,Rejected,2025-02-08,0
9102,1223,8591.81,0.27,0.21,3,Sales,Meals,INR,IN,Cash,2025-01-12,2025-01-21,0,0,0,2284,VendorC,Justified,Approved,2025-02-08,1
9103,1002,5553.86,0.01,0.64,1,Operations,Meals,INR,IN,Credit Card,2025-01-19,2025-01-20,1,0,1,2709,VendorA,,Approved,2025-02-08,1
9104,1371,4166.02,0.32,0.47,3,IT,Meals,INR,IN,Cash,2025-02-06,2025-02-09,1,1,0,2747,VendorC,,Rejected,2025-02-08,1
9105,1686,69129.91993332002,0.01,0.87,1,Finance,Meals,INR,IN,Net Banking,2025-01-14,2025-01-21,0,0,1,2812,VendorB,Justified,Rejected,2025-02-08,1
9106,1445,9811.42,0.54,0.28,2,Sales,Meals,INR,IN,Credit Card,2025-01-13,2025-01-18,0,1,0,2710,VendorA,Justified,Rejected,2025-02-08,1
9107,1610,6486.52,0.38,0.37,4,HR,Supplies,INR,IN,Cash,2025-01-21,2025-01-24,0,0,1,2960,VendorA,Justified,Rejected,2025-02-08,1
9108,1115,8756.43,0.81,0.53,2,HR,Supplies,INR,IN,Credit Card,2025-01-16,2025-01-25,1,1,0,2310,VendorA,,Rejected,2025-02-08,1
9109,1269,6027.48,0.8,0.46,0,Marketing,Supplies,INR,IN,UPI,2025-01-11,2025-01-13,0,1,0,2315,VendorA,Justified,Rejected,2025-02-08,0
9110,1446,6928.9,0.43,0.55,2,HR,Travel,INR,IN,UPI,2025-02-05,2025-02-06,0,1,0,2208,VendorC,Justified,Rejected,2025-02-08,1
9111,1367,6912.85,0.22,0.31,2,IT,Supplies,INR,UK,UPI,2025-01-12,2025-01-15,0,0,0,2733,VendorC,Justified,Rejected,2025-02-08,0
9112,1252,7077.39,0.42,0.17,4,Sales,Meals,INR,IN,Net Banking,2025-01-19,2025-01-22,0,1,1,2317,VendorB,Justified,Approved,2025-02-08,1
9113,1316,3278.03,0.64,0.8,2,Finance,Meals,INR,IN,Cash,2025-02-05,2025-02-05,1,1,1,2733,VendorB,Justified,Rejected,2025-02-08,0
9114,1414,5799.05,0.19,0.04,0,IT,Supplies,INR,IN,Cash,2025-01-20,2025-01-27,1,0,0,2144,VendorB,Justified,Approved,2025-02-08,0
9115,1094,5981.94,0.77,0.37,2,Marketing,Travel,INR,IN,Net Banking,2025-02-02,2025-02-09,0,1,1,2095,VendorC,Justified,Approved,2025-02-08,0
9116,1784,3219.21,0.33,0.09,2,Marketing,Meals,INR,IN,Cash,2025-01-28,2025-02-02,0,1,1,2257,VendorA,Justified,Rejected,2025-02-08,0
9117,1891,3563.54,0.93,0.74,2,IT,Travel,INR,UK,Cash,2025-01-26,2025-01-30,0,0,1,2189,VendorC,,Approved,2025-02-08,0
9118,1023,7646.24,0.51,0.37,2,HR,Meals,INR,IN,Cash,2025-02-02,2025-02-02,0,1,1,2492,VendorC,Justified,Approved,2025-02-08,1
9119,1627,48793.2462203343,0.85,0.03,4,Finance,Travel,INR,IN,Net Banking,2025-01-21,2025-01-28,1,1,1,2302,VendorB,Justified,Rejected,2025-02-08,1
9120,1662,9340.612074780984,0.62,0.08,4,Operations,Travel,INR,IN,Credit Card,2025-01-24,2025-01-30,0,1,1,2022,VendorB,Justified,Rejected,2025-02-08,0
9121,1849,8392.61,0.55,0.2,0,Engineering,Travel,INR,US,Credit Card,2025-01-25,2025-01-27,0,1,0,2037,VendorB,,Approved,2025-02-08,0
9122,1049,8842.83,0.68,0.79,0,IT,Meals,INR,IN,Cash,2025-01-25,2025-01-31,0,0,1,2191,VendorC,Justified,Rejected,2025-02-08,1
9123,1501,4714.8,0.81,0.8,0,Finance,Meals,INR,IN,UPI,2025-02-07,2025-02-13,1,1,1,2854,VendorA,,Rejected,2025-02-08,1
9124,1717,2168.18,0.64,1.0,2,Engineering,Supplies,INR,IN,Credit Card,2025-01-17,2025-01-18,0,0,1,2521,VendorB,Justified,Approved,2025-02-08,0
9125,1497,96389.17988153227,0.8,0.24,3,Engineering,Travel,INR,IN,UPI,2025-01-10,2025-01-19,0,0,0,2667,VendorC,Justified,Rejected,2025-02-08,1
9126,1334,8834.47,0.19,0.06,2,Marketing,Travel,INR,IN,Net Banking,2025-01-22,2025-01-24,1,0,0,2386,VendorA,Justified,Approved,2025-02-08,0
9127,1078,2519.38,0.28,0.28,3,Operations,Meals,INR,IN,Cash,2025-01-11,2025-01-17,0,0,1,2605,VendorB,,Rejected,2025-02-08,0
9128,1581,1046.38,0.23,0.18,0,Operations,Travel,INR,UK,Net Banking,2025-01-17,2025-01-25,1,0,1,2419,VendorB,,Approved,2025-02-08,0
9129,1026,4462.47,0.8,0.71,2,IT,Travel,INR,IN,Cash,2025-01-25,2025-01-30,0,1,0,2461,VendorB,Justified,Approved,2025-02-08,0
9130,1270,103688.54969382503,0.09,0.97,0,IT,Meals,INR,US,Cash,2025-01-26,2025-02-04,0,1,0,2457,VendorC,,Rejected,2025-02-08,1
9131,1561,33000.831993765394,0.8,0.27,4,Finance,Meals,INR,IN,Cash,2025-01-29,2025-02-01,1,1,1,2548,VendorA,,Rejected,2025-02-08,1
9132,1803,5180.81,0.39,0.33,0,Marketing,Meals,INR,IN,UPI,2025-02-02,2025-02-11,0,0,1,2618,VendorC,Justified,Rejected,2025-02-08,1
9133,1246,4311.61,0.08,0.35,2,Operations,Meals,INR,IN,Credit Card,2025-02-07,2025-02-10,0,0,0,2371,VendorB,Justified,Approved,2025-02-08,0
9134,1775,8916.46,0.42,0.86,4,Sales,Meals,INR,IN,Cash,2025-02-03,2025-02-10,1,0,1,2336,VendorC,Justified,Rejected,2025-02-08,1
9135,1590,4352.71,0.3,0.58,4,Marketing,Meals,INR,IN,Net Banking,2025-01-23,2025-01-30,1,1,0,2849,VendorC,Justified,Rejected,2025-02-08,0
9136,1386,5384.39,0.59,0.97,3,Operations,Travel,INR,IN,Cash,2025-01-19,2025-01-28,1,1,1,2342,VendorA,Justified,Rejected,2025-02-08,0
9137,1701,9557.33,0.47,0.63,1,Sales,Meals,INR,UK,UPI,2025-01-23,2025-01-31,0,0,0,2116,VendorC,Justified,Rejected,2025-02-08,1
9138,1558,3066.95,0.3,0.71,4,Finance,Supplies,INR,IN,Credit Card,2025-01-17,2025-01-20,0,0,1,2322,VendorB,Justified,Rejected,2025-02-08,1
9139,1972,2961.01,0.86,0.09,1,Sales,Travel,INR,UK,Cash,2025-01-31,2025-02-04,0,0,0,2295,VendorC,,Approved,2025-02-08,0
9140,1360,8015.99,0.41,0.95,0,Operations,Supplies,INR,IN,Credit Card,2025-01-22,2025-01-29,1,0,1,2237,VendorA,Justified,Rejected,2025-02-08,1
9141,1865,2847.64,0.47,0.63,0,HR,Meals,INR,US,UPI,2025-01-21,2025-01-28,0,0,0,2041,VendorA,Justified,Approved,2025-02-08,0
9142,1983,8335.47,0.85,0.52,4,Engineering,Meals,INR,IN,Credit Card,2025-01-21,2025-01-23,0,1,1,2573,VendorA,Justified,Approved,2025-02-08,1
9143,1487,1045.8,0.09,0.39,3,HR,Travel,INR,IN,Cash,2025-01-30,2025-02-03,1,0,0,2236,VendorC,Justified,Rejected,2025-02-08,1
9144,1351,1201.49,0.39,0.08,0,Engineering,Meals,INR,US,UPI,2025-02-02,2025-02-11,1,0,0,2429,VendorB,Justified,Rejected,2025-02-08,0
9145,1700,9023.1,0.4,0.13,1,Sales,Travel,INR,IN,Credit Card,2025-01-29,2025-02-07,0,0,1,2761,VendorC,,Rejected,2025-02-08,0
9146,1927,5454.04,0.5,0.01,4,Finance,Travel,INR,IN,Cash,2025-01-30,2025-01-31,1,1,0,2718,VendorA,,Rejected,2025-02-08,0
9147,1255,7216.26,0.11,1.0,4,Finance,Meals,INR,UK,UPI,2025-01-24,2025-01-29,1,1,1,2453,VendorC,Justified,Approved,2025-02-08,1
9148,1221,2330.36,0.1,0.79,3,Engineering,Travel,INR,IN,Credit Card,2025-01-19,2025-01-23,0,0,0,2179,VendorB,,Rejected,2025-02-08,0
9149,1883,1746.12,0.42,0.8,4,Engineering,Travel,INR,IN,Cash,2025-01-25,2025-02-03,1,1,0,2059,VendorA,Justified,Rejected,2025-02-08,0
9150,1752,8366.05,0.03,0.73,2,Engineering,Travel,INR,IN,Cash,2025-01-25,2025-02-01,1,1,1,2576,VendorC,Justified,Rejected,2025-02-08,0
9151,1780,3650.37,0.25,0.48,1,Engineering,Meals,INR,IN,UPI,2025-01-30,2025-01-31,0,0,1,2759,VendorA,Justified,Approved,2025-02-08,0
9152,1000,4604.82,0.2,0.09,2,IT,Travel,INR,IN,UPI,2025-01-30,2025-02-05,1,0,1,2945,VendorB,,Approved,2025-02-08,0
9153,1545,376.92,0.49,0.07,2,Operations,Supplies,INR,IN,Cash,2025-02-07,2025-02-11,0,0,0,2463,VendorC,,Approved,2025-02-08,0
9154,1445,3920.22,0.01,0.92,1,Operations,Travel,INR,IN,Cash,2025-01-14,2025-01-18,0,1,1,2626,VendorB,,Approved,2025-02-08,0
9155,1078,7727.33,0.68,0.0,4,Finance,Travel,INR,IN,UPI,2025-01-18,2025-01-22,1,1,1,2023,VendorC,Justified,Approved,2025-02-08,0
9156,1235,8230.62,0.86,0.7,4,IT,Meals,INR,US,UPI,2025-01-29,2025-02-02,0,1,0,2739,VendorA,Justified,Approved,2025-02-08,1
9157,1333,7017.67,0.71,0.63,2,Engineering,Travel,INR,IN,Cash,2025-01-29,2025-01-29,1,1,0,2465,VendorA,Justified,Approved,2025-02-08,0
9158,1888,6952.58,0.82,0.5,1,IT,Meals,INR,IN,UPI,2025-01-12,2025-01-19,1,1,0,2883,VendorC,Justified,Approved,2025-02-08,1
9159,1348,5111.77,0.64,0.97,0,Engineering,Travel,INR,IN,Net Banking,2025-02-01,2025-02-02,1,1,0,2195,VendorB,,Approved,2025-02-08,0
9160,1097,5429.46,0.51,0.2,1,Sales,Supplies,INR,IN,Credit Card,2025-02-03,2025-02-09,0,0,1,2708,VendorC,,Approved,2025-02-08,1
9161,1081,7452.05,0.22,0.79,2,Operations,Meals,INR,IN,Cash,2025-01-21,2025-01-25,0,1,0,2242,VendorB,Justified,Approved,2025-02-08,1
9162,1501,2548.29,0.28,0.67,1,Engineering,Supplies,INR,US,Net Banking,2025-01-18,2025-01-21,0,0,0,2621,VendorA,Justified,Approved,2025-02-08,0
9163,1966,2392.02,0.32,0.97,1,Sales,Travel,INR,IN,Cash,2025-02-07,2025-02-08,1,1,1,2484,VendorC,,Approved,2025-02-08,0
9164,1476,9504.26,0.04,0.93,0,Operations,Supplies,INR,IN,Credit Card,2025-01-22,2025-01-25,1,1,1,2261,VendorC,Justified,Approved,2025-02-08,1
9165,1926,374.13,0.91,0.13,3,Engineering,Travel,INR,IN,UPI,2025-01-21,2025-01-26,1,0,0,2562,VendorA,Justified,Rejected,2025-02-08,0
9166,1703,1480.71,0.9,0.31,3,Sales,Travel,INR,US,Net Banking,2025-01-19,2025-01-27,1,1,0,2001,VendorB,,Approved,2025-02-08,0
9167,1764,5746.29,0.11,0.85,0,Marketing,Travel,INR,IN,UPI,2025-01-13,2025-01-17,0,0,0,2968,VendorC,Justified,Rejected,2025-02-08,0
9168,1920,7404.56,0.56,0.23,1,Finance,Travel,INR,IN,Net Banking,2025-01-27,2025-01-29,1,1,0,2699,VendorB,Justified,Approved,2025-02-08,0
9169,1549,5425.12,0.47,0.38,2,Operations,Travel,INR,UK,Credit Card,2025-01-14,2025-01-16,1,0,0,2279,VendorA,,Approved,2025-02-08,0
9170,1013,3615.13,0.68,0.63,0,Sales,Travel,INR,IN,Cash,2025-01-17,2025-01-21,0,0,1,2799,VendorC,,Approved,2025-02-08,0
9171,1391,9781.96,0.6,0.56,3,Finance,Meals,INR,IN,UPI,2025-01-12,2025-01-15,1,0,1,2309,VendorC,,Rejected,2025-02-08,1
9172,1346,7068.14,0.12,0.64,3,IT,Travel,INR,IN,Net Banking,2025-01-30,2025-02-06,1,1,1,2724,VendorB,,Approved,2025-02-08,0
9173,1309,151785.45806915656,0.66,0.71,0,Marketing,Travel,INR,US,Net Banking,2025-01-18,2025-01-18,1,1,1,2571,VendorC,Justified,Rejected,2025-02-08,1
9174,1385,498.44,0.61,0.73,1,Engineering,Travel,INR,IN,Net Banking,2025-01-30,2025-02-08,1,1,0,2938,VendorC,,Approved,2025-02-08,0
9175,1208,2435.61,0.53,0.74,4,IT,Supplies,INR,UK,Credit Card,2025-01-22,2025-01-24,0,0,0,2131,VendorC,,Rejected,2025-02-08,0
9176,1356,3804.29,0.4,0.99,2,Engineering,Supplies,INR,US,Cash,2025-01-26,2025-01-30,1,1,1,2479,VendorA,Justified,Rejected,2025-02-08,0
9177,1973,1907.75,0.95,0.36,4,Operations,Meals,INR,IN,Cash,2025-01-22,2025-01-25,1,0,0,2693,VendorA,Justified,Rejected,2025-02-08,0
9178,1600,821.7,0.85,0.04,2,Engineering,Supplies,INR,IN,Credit Card,2025-01-17,2025-01-17,0,0,0,2237,VendorB,,Rejected,2025-02-08,0
9179,1567,2328.41,0.59,0.35,4,Sales,Meals,INR,IN,UPI,2025-02-06,2025-02-10,1,1,0,2975,VendorA,Justified,Rejected,2025-02-08,0
9180,1093,5382.99,0.01,0.91,4,HR,Travel,INR,IN,Cash,2025-02-01,2025-02-01,1,0,0,2352,VendorC,Justified,Rejected,2025-02-08,1
9181,1092,6987.88,0.43,0.08,2,HR,Travel,INR,US,Credit Card,2025-01-14,2025-01-21,1,1,0,2038,VendorC,Justified,Approved,2025-02-08,1
9182,1339,7762.81,0.7,0.65,2,HR,Meals,INR,IN,Net Banking,2025-01-23,2025-02-01,1,0,0,2001,VendorB,Justified,Rejected,2025-02-08,1
9183,1596,525.07,0.12,0.42,3,Finance,Meals,INR,IN,Net Banking,2025-01-24,2025-01-29,0,1,1,2076,VendorB,Justified,Rejected,2025-02-08,0
9184,1444,4337.06,0.41,0.92,1,HR,Meals,INR,IN,UPI,2025-01-16,2025-01-22,1,1,1,2891,VendorA,Justified,Approved,2025-02-08,0
9185,1756,1309.89,0.19,0.93,1,Engineering,Travel,INR,US,Net Banking,2025-01-26,2025-02-03,1,0,1,2496,VendorB,Justified,Approved,2025-02-08,0
9186,1021,4368.88,0.34,0.79,3,IT,Supplies,INR,IN,Credit Card,2025-01-14,2025-01-21,1,1,0,2577,VendorC,Justified,Rejected,2025-02-08,0
9187,1290,4396.36,0.03,0.1,4,Finance,Travel,INR,IN,Credit Card,2025-01-26,2025-01-26,0,1,1,2778,VendorB,,Rejected,2025-02-08,0
9188,1484,5032.3,0.13,0.02,2,Operations,Meals,INR,IN,Net Banking,2025-01-24,2025-01-25,0,0,1,2018,VendorA,Justified,Approved,2025-02-08,1
9189,1783,8939.02,0.45,0.14,0,Marketing,Travel,INR,IN,Credit Card,2025-01-19,2025-01-20,0,1,0,2061,VendorA,,Approved,2025-02-08,0
9190,1305,8070.45,0.9,0.32,4,Finance,Travel,INR,IN,Net Banking,2025-01-26,2025-01-28,0,0,0,2338,VendorC,Justified,Rejected,2025-02-08,0
9191,1633,6403.54,0.49,0.24,1,Sales,Travel,INR,IN,Net Banking,2025-01-16,2025-01-20,0,0,1,2969,VendorB,,Rejected,2025-02-08,0
9192,1127,90300.21551402893,0.45,0.37,2,Sales,Supplies,INR,IN,UPI,2025-01-12,2025-01-17,1,0,1,2967,VendorB,,Rejected,2025-02-08,1
9193,1624,6816.84,0.79,0.14,3,IT,Supplies,INR,IN,Credit Card,2025-01-29,2025-01-31,0,0,0,2944,VendorA,,Rejected,2025-02-08,1
9194,1938,8206.66,0.27,0.75,4,Marketing,Travel,INR,IN,Credit Card,2025-01-22,2025-01-27,1,1,0,2697,VendorB,Justified,Approved,2025-02-08,0
9195,1272,5681.41,0.1,0.85,0,HR,Travel,INR,IN,Net Banking,2025-01-13,2025-01-18,0,1,1,2697,VendorB,,Rejected,2025-02-08,1
9196,1847,5299.66,0.21,0.49,4,Marketing,Meals,INR,IN,UPI,2025-01-17,2025-01-26,1,1,0,2356,VendorB,Justified,Rejected,2025-02-08,1
9197,1441,7268.56,0.79,0.96,3,IT,Travel,INR,IN,UPI,2025-01-30,2025-02-01,1,1,0,2140,VendorC,Justified,Rejected,2025-02-08,0
9198,1502,1678.0170119289896,0.68,0.12,0,Finance,Supplies,INR,IN,Net Banking,2025-01-17,2025-01-20,0,1,1,2571,VendorB,Justified,Approved,2025-02-08,1
9199,1129,6934.74,0.09,0.11,4,Finance,Supplies,INR,IN,Cash,2025-01-11,2025-01-14,1,1,1,2548,VendorA,Justified,Approved,2025-02-08,1
9200,1131,9351.73,0.67,0.2,3,Finance,Travel,INR,UK,UPI,2025-01-16,2025-01-16,1,0,1,2374,VendorB,Justified,Rejected,2025-02-08,0
9201,1596,7168.03,0.93,0.98,4,IT,Supplies,INR,IN,Net Banking,2025-01-29,2025-02-07,1,0,1,2630,VendorC,Justified,Approved,2025-02-08,0
9202,1934,464.26,0.04,0.42,2,Engineering,Supplies,INR,UK,Credit Card,2025-01-24,2025-01-24,1,1,1,2631,VendorA,,Rejected,2025-02-08,0
9203,1481,3841.07,0.62,0.92,4,Engineering,Supplies,INR,IN,Cash,2025-02-07,2025-02-10,1,1,1,2993,VendorA,,Rejected,2025-02-08,0
9204,1861,8114.85,0.38,0.2,3,Sales,Travel,INR,IN,Net Banking,2025-02-04,2025-02-11,1,1,0,2161,VendorC,Justified,Approved,2025-02-08,0
9205,1389,9590.22,0.5,0.85,1,HR,Meals,INR,IN,Net Banking,2025-01-23,2025-01-31,0,0,0,2625,VendorC,Justified,Rejected,2025-02-08,1
